Time(year-month-day h:m:s);Total solar irradiance (W/m2);Direct normal irradiance (W/m2);Global horizontal irradiance (W/m2);Air temperature  (°C) ;Atmosphere (hpa);Relative humidity (%);Power (MW);;
2020-10-08 05:00:00;0,00 ;0,00 ;0,00 ;20,09 ;833,04 ;82,92 ;0,00 ;;
2020-10-08 05:15:00;0,00 ;0,00 ;0,00 ;20,33 ;832,98 ;81,96 ;0,00 ;;
2020-10-08 05:30:00;0,00 ;0,00 ;0,00 ;20,12 ;833,00 ;82,72 ;0,00 ;;
2020-10-08 05:45:00;0,00 ;0,00 ;0,00 ;19,82 ;833,10 ;84,02 ;0,00 ;;
2020-10-08 06:00:00;0,00 ;0,00 ;0,00 ;19,95 ;833,33 ;83,81 ;0,00 ;;
2020-10-08 06:15:00;0,00 ;0,00 ;0,00 ;19,80 ;833,40 ;84,30 ;0,00 ;;
2020-10-08 06:30:00;0,00 ;0,00 ;0,00 ;19,92 ;833,50 ;83,70 ;0,00 ;;
2020-10-08 06:45:00;0,00 ;0,00 ;0,00 ;20,00 ;833,46 ;83,60 ;0,00 ;;
2020-10-08 07:00:00;0,00 ;0,00 ;0,00 ;20,09 ;833,55 ;83,54 ;0,00 ;;
2020-10-08 07:15:00;0,00 ;0,00 ;0,00 ;19,93 ;833,60 ;84,38 ;0,00 ;;
2020-10-08 07:30:00;1,00 ;0,80 ;0,30 ;20,03 ;833,66 ;84,46 ;0,00 ;;
2020-10-08 07:45:00;7,40 ;2,80 ;4,80 ;20,00 ;833,86 ;84,68 ;0,17 ;;
2020-10-08 08:00:00;18,20 ;5,00 ;13,27 ;20,09 ;834,05 ;84,26 ;0,50 ;;
2020-10-08 08:15:00;31,40 ;7,30 ;24,70 ;20,05 ;834,26 ;84,13 ;0,98 ;;
2020-10-08 08:30:00;45,40 ;11,00 ;34,20 ;20,40 ;834,20 ;83,16 ;1,51 ;;
2020-10-08 08:45:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;2,13 ;;
2020-10-08 09:00:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;3,68 ;;
2020-10-08 09:15:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;4,31 ;;
2020-10-08 09:30:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;5,40 ;;
2020-10-08 09:45:00;264,20 ;84,30 ;215,20 ;21,48 ;835,00 ;81,09 ;7,87 ;;
2020-10-08 10:00:00;295,60 ;82,00 ;233,60 ;20,92 ;835,20 ;83,44 ;9,12 ;;
2020-10-08 10:15:00;275,10 ;82,40 ;214,50 ;21,43 ;835,48 ;79,66 ;7,91 ;;
2020-10-08 10:30:00;344,00 ;165,80 ;218,60 ;21,82 ;835,40 ;79,50 ;11,12 ;;
2020-10-08 10:45:00;556,00 ;565,10 ;76,70 ;22,38 ;835,56 ;78,12 ;15,93 ;;
2020-10-08 11:00:00;741,40 ;723,60 ;101,80 ;22,84 ;835,50 ;77,64 ;22,13 ;;
2020-10-08 11:15:00;968,40 ;870,60 ;119,67 ;23,41 ;835,39 ;75,34 ;22,01 ;;
2020-10-08 11:30:00;839,40 ;717,90 ;100,90 ;23,74 ;835,30 ;73,46 ;21,80 ;;
2020-10-08 11:45:00;787,80 ;651,40 ;92,60 ;24,12 ;835,24 ;71,74 ;23,57 ;;
2020-10-08 12:00:00;1130,20 ;918,40 ;141,00 ;24,77 ;835,00 ;69,83 ;26,31 ;;
2020-10-08 12:15:00;1101,60 ;868,00 ;131,20 ;25,14 ;834,88 ;69,36 ;22,51 ;;
2020-10-08 12:30:00;1074,87 ;818,87 ;126,87 ;25,23 ;834,59 ;68,56 ;26,96 ;;
2020-10-08 12:45:00;1062,70 ;794,70 ;125,80 ;26,14 ;834,34 ;63,44 ;26,75 ;;
2020-10-08 13:00:00;1090,00 ;825,20 ;133,07 ;26,26 ;834,05 ;61,61 ;27,30 ;;
2020-10-08 13:15:00;1088,20 ;814,70 ;135,00 ;26,39 ;833,84 ;61,33 ;26,41 ;;
2020-10-08 13:30:00;1257,00 ;921,80 ;147,80 ;27,30 ;833,80 ;59,50 ;27,54 ;;
2020-10-08 13:45:00;1185,80 ;848,90 ;136,20 ;27,37 ;833,34 ;57,91 ;28,07 ;;
2020-10-08 14:00:00;1234,40 ;890,80 ;139,80 ;27,68 ;833,10 ;57,32 ;25,59 ;;
2020-10-08 14:15:00;1162,70 ;857,00 ;130,80 ;27,58 ;832,74 ;57,97 ;24,39 ;;
2020-10-08 14:30:00;747,50 ;648,10 ;92,20 ;27,09 ;832,64 ;58,95 ;18,45 ;;
2020-10-08 14:45:00;326,00 ;144,80 ;182,60 ;27,00 ;832,38 ;58,46 ;9,98 ;;
2020-10-08 15:00:00;513,60 ;493,40 ;68,00 ;26,52 ;832,30 ;60,77 ;20,30 ;;
2020-10-08 15:15:00;503,20 ;479,60 ;64,20 ;27,04 ;832,12 ;58,44 ;14,80 ;;
2020-10-08 15:30:00;755,60 ;677,00 ;114,20 ;27,01 ;831,84 ;58,59 ;21,88 ;;
2020-10-08 15:45:00;326,00 ;51,20 ;216,80 ;27,86 ;831,58 ;55,68 ;11,58 ;;
2020-10-08 16:00:00;977,40 ;1096,80 ;132,20 ;27,46 ;831,40 ;57,52 ;20,15 ;;
2020-10-08 16:15:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;13,70 ;;
2020-10-08 16:30:00;772,87 ;946,07 ;93,67 ;28,73 ;831,30 ;54,23 ;18,33 ;;
2020-10-08 16:45:00;652,10 ;805,40 ;73,40 ;29,02 ;831,38 ;52,81 ;15,55 ;;
2020-10-08 17:00:00;598,80 ;756,00 ;63,40 ;28,62 ;831,30 ;52,76 ;13,63 ;;
2020-10-08 17:15:00;519,40 ;696,00 ;50,50 ;29,36 ;831,22 ;51,41 ;11,81 ;;
2020-10-08 17:30:00;385,20 ;14,80 ;234,00 ;28,55 ;831,14 ;54,35 ;9,20 ;;
2020-10-08 17:45:00;336,90 ;50,40 ;190,70 ;28,13 ;831,08 ;56,79 ;8,26 ;;
2020-10-08 18:00:00;318,40 ;70,80 ;173,20 ;28,42 ;831,20 ;54,60 ;6,53 ;;
2020-10-08 18:15:00;144,90 ;27,10 ;83,70 ;27,46 ;831,10 ;58,54 ;3,74 ;;
2020-10-08 18:30:00;110,40 ;3,20 ;63,40 ;26,90 ;831,10 ;60,44 ;2,17 ;;
2020-10-08 18:45:00;24,40 ;1,07 ;12,13 ;26,55 ;831,41 ;61,43 ;0,53 ;;
2020-10-08 19:00:00;0,00 ;0,00 ;0,00 ;25,48 ;831,53 ;65,22 ;0,00 ;;
2020-10-08 19:15:00;0,00 ;0,00 ;0,00 ;25,16 ;831,60 ;65,46 ;0,00 ;;
2020-10-08 19:30:00;0,00 ;0,00 ;0,00 ;24,67 ;831,65 ;66,86 ;0,00 ;;
2020-10-08 19:45:00;0,00 ;0,00 ;0,00 ;24,55 ;831,76 ;66,34 ;0,00 ;;
2020-10-08 20:00:00;0,00 ;0,00 ;0,00 ;24,68 ;832,00 ;65,38 ;0,00 ;;
2020-10-08 20:15:00;0,00 ;0,00 ;0,00 ;24,60 ;832,32 ;65,62 ;0,00 ;;
2020-10-08 20:30:00;0,00 ;0,00 ;0,00 ;24,60 ;832,50 ;65,50 ;0,00 ;;
2020-10-08 20:45:00;0,00 ;0,00 ;0,00 ;24,82 ;832,56 ;64,16 ;0,00 ;;
2020-10-08 21:00:00;0,00 ;0,00 ;0,00 ;25,26 ;832,90 ;62,16 ;0,00 ;;
2020-10-08 21:15:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-08 21:30:00;0,00 ;0,00 ;0,00 ;24,90 ;833,30 ;64,28 ;0,00 ;;
2020-10-08 21:45:00;0,00 ;0,00 ;0,00 ;24,12 ;833,50 ;67,80 ;0,00 ;;
2020-10-08 22:00:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-08 22:15:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-08 22:30:00;0,00 ;0,00 ;0,00 ;24,16 ;833,50 ;67,62 ;0,00 ;;
2020-10-08 22:45:00;0,00 ;0,00 ;0,00 ;23,86 ;833,90 ;68,90 ;0,00 ;;
2020-10-08 23:00:00;0,00 ;0,00 ;0,00 ;23,80 ;834,10 ;69,46 ;0,00 ;;
2020-10-08 23:15:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-08 23:30:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-08 23:45:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 00:00:00;0,00 ;0,00 ;0,00 ;23,31 ;834,30 ;71,26 ;0,00 ;;
2020-10-09 00:15:00;0,00 ;0,00 ;0,00 ;23,24 ;834,22 ;70,82 ;0,00 ;;
2020-10-09 00:30:00;0,00 ;0,00 ;0,00 ;23,20 ;834,30 ;70,39 ;0,00 ;;
2020-10-09 00:45:00;0,00 ;0,00 ;0,00 ;23,20 ;834,30 ;69,85 ;0,00 ;;
2020-10-09 01:00:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 01:15:00;0,00 ;0,00 ;0,00 ;22,97 ;834,20 ;69,23 ;0,00 ;;
2020-10-09 01:30:00;0,00 ;0,00 ;0,00 ;23,00 ;834,26 ;68,90 ;0,00 ;;
2020-10-09 01:45:00;0,00 ;0,00 ;0,00 ;23,03 ;834,29 ;68,43 ;0,00 ;;
2020-10-09 02:00:00;0,00 ;0,00 ;0,00 ;22,88 ;834,20 ;68,89 ;0,00 ;;
2020-10-09 02:15:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 02:30:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 02:45:00;0,00 ;0,00 ;0,00 ;22,70 ;834,02 ;69,08 ;0,00 ;;
2020-10-09 03:00:00;0,00 ;0,00 ;0,00 ;22,42 ;834,00 ;70,80 ;0,00 ;;
2020-10-09 03:15:00;0,00 ;0,00 ;0,00 ;22,22 ;834,06 ;72,14 ;0,00 ;;
2020-10-09 03:30:00;0,00 ;0,00 ;0,00 ;22,12 ;834,14 ;72,37 ;0,00 ;;
2020-10-09 03:45:00;0,00 ;0,00 ;0,00 ;22,20 ;834,00 ;71,58 ;0,00 ;;
2020-10-09 04:00:00;0,00 ;0,00 ;0,00 ;22,20 ;833,80 ;71,72 ;0,00 ;;
2020-10-09 04:15:00;0,00 ;0,00 ;0,00 ;21,83 ;833,88 ;73,50 ;0,00 ;;
2020-10-09 04:30:00;0,00 ;0,00 ;0,00 ;21,78 ;833,77 ;73,40 ;0,00 ;;
2020-10-09 04:45:00;0,00 ;0,00 ;0,00 ;21,85 ;833,78 ;72,98 ;0,00 ;;
2020-10-09 05:00:00;0,00 ;0,00 ;0,00 ;21,87 ;833,80 ;72,81 ;0,00 ;;
2020-10-09 05:15:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 05:30:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 05:45:00;0,00 ;0,00 ;0,00 ;21,38 ;834,02 ;74,30 ;0,00 ;;
2020-10-09 06:00:00;0,00 ;0,00 ;0,00 ;21,40 ;834,10 ;73,92 ;0,00 ;;
2020-10-09 06:15:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 06:30:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 06:45:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 07:00:00;0,00 ;0,00 ;0,00 ;21,40 ;834,50 ;74,20 ;0,00 ;;
2020-10-09 07:15:00;0,00 ;0,00 ;0,00 ;21,40 ;834,76 ;75,02 ;0,00 ;;
2020-10-09 07:30:00;0,60 ;0,40 ;0,00 ;21,42 ;834,90 ;74,56 ;0,06 ;;
2020-10-09 07:45:00;10,80 ;3,90 ;7,30 ;21,45 ;834,98 ;73,97 ;0,29 ;;
2020-10-09 08:00:00;22,20 ;5,40 ;17,30 ;21,51 ;835,13 ;73,89 ;0,66 ;;
2020-10-09 08:15:00;26,40 ;5,90 ;20,20 ;21,54 ;835,36 ;74,54 ;0,80 ;;
2020-10-09 08:30:00;37,80 ;9,00 ;28,50 ;21,66 ;835,43 ;73,92 ;1,04 ;;
2020-10-09 08:45:00;46,80 ;19,30 ;37,20 ;21,77 ;835,50 ;73,74 ;1,36 ;;
2020-10-09 09:00:00;49,40 ;21,20 ;40,00 ;21,78 ;835,60 ;73,70 ;1,56 ;;
2020-10-09 09:15:00;62,20 ;33,60 ;50,20 ;21,82 ;835,70 ;75,16 ;1,96 ;;
2020-10-09 09:30:00;88,40 ;42,20 ;70,60 ;21,58 ;835,80 ;76,62 ;2,97 ;;
2020-10-09 09:45:00;93,60 ;35,40 ;70,80 ;21,54 ;835,96 ;76,82 ;2,71 ;;
2020-10-09 10:00:00;98,40 ;34,40 ;75,40 ;21,44 ;836,10 ;77,00 ;3,27 ;;
2020-10-09 10:15:00;82,80 ;24,80 ;61,80 ;21,64 ;836,26 ;76,14 ;2,29 ;;
2020-10-09 10:30:00;68,80 ;18,60 ;52,80 ;21,54 ;836,30 ;76,94 ;2,35 ;;
2020-10-09 10:45:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;3,13 ;;
2020-10-09 11:00:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;3,29 ;;
2020-10-09 11:15:00;91,33 ;23,00 ;69,80 ;21,77 ;836,21 ;75,65 ;2,91 ;;
2020-10-09 11:30:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;2,78 ;;
2020-10-09 11:45:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;2,68 ;;
2020-10-09 12:00:00;116,87 ;26,67 ;87,07 ;21,84 ;835,95 ;75,69 ;3,75 ;;
2020-10-09 12:15:00;177,80 ;40,70 ;138,90 ;22,13 ;835,82 ;73,31 ;5,80 ;;
2020-10-09 12:30:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;7,10 ;;
2020-10-09 12:45:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;12,90 ;;
2020-10-09 13:00:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;10,57 ;;
2020-10-09 13:15:00;344,30 ;107,10 ;239,10 ;23,93 ;835,12 ;65,19 ;11,68 ;;
2020-10-09 13:30:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;12,28 ;;
2020-10-09 13:45:00;230,07 ;49,13 ;185,13 ;24,15 ;834,55 ;66,49 ;7,06 ;;
2020-10-09 14:00:00;202,00 ;48,10 ;163,30 ;24,07 ;834,30 ;66,23 ;6,45 ;;
2020-10-09 14:15:00;218,20 ;53,20 ;172,00 ;24,04 ;834,06 ;66,32 ;6,56 ;;
2020-10-09 14:30:00;232,00 ;53,60 ;184,40 ;23,58 ;833,81 ;68,13 ;7,16 ;;
2020-10-09 14:45:00;214,10 ;51,10 ;173,60 ;23,90 ;833,68 ;67,75 ;7,14 ;;
2020-10-09 15:00:00;253,00 ;58,00 ;194,40 ;24,04 ;833,60 ;67,80 ;6,96 ;;
2020-10-09 15:15:00;235,20 ;53,60 ;186,40 ;23,92 ;833,44 ;67,64 ;7,51 ;;
2020-10-09 15:30:00;218,40 ;60,60 ;187,60 ;24,40 ;833,30 ;66,62 ;5,57 ;;
2020-10-09 15:45:00;171,50 ;60,25 ;150,25 ;23,80 ;833,15 ;67,80 ;5,47 ;;
2020-10-09 16:00:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;4,13 ;;
2020-10-09 16:15:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;3,23 ;;
2020-10-09 16:30:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;2,90 ;;
2020-10-09 16:45:00;101,80 ;44,80 ;86,60 ;24,12 ;832,96 ;65,96 ;2,90 ;;
2020-10-09 17:00:00;76,60 ;34,00 ;61,60 ;23,78 ;832,80 ;67,30 ;2,43 ;;
2020-10-09 17:15:00;72,40 ;33,20 ;59,60 ;23,80 ;832,80 ;67,22 ;1,99 ;;
2020-10-09 17:30:00;69,20 ;40,00 ;50,60 ;23,64 ;832,70 ;68,02 ;1,78 ;;
2020-10-09 17:45:00;54,00 ;23,60 ;40,00 ;23,50 ;832,68 ;69,94 ;1,54 ;;
2020-10-09 18:00:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;1,03 ;;
2020-10-09 18:15:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,42 ;;
2020-10-09 18:30:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,10 ;;
2020-10-09 18:45:00;1,40 ;0,40 ;0,00 ;23,26 ;832,74 ;69,38 ;0,00 ;;
2020-10-09 19:00:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 19:15:00;0,00 ;0,00 ;0,00 ;22,70 ;832,80 ;71,48 ;0,00 ;;
2020-10-09 19:30:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 19:45:00;0,00 ;0,00 ;0,00 ;22,50 ;832,86 ;72,64 ;0,00 ;;
2020-10-09 20:00:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 20:15:00;0,00 ;0,00 ;0,00 ;22,59 ;833,18 ;71,03 ;0,00 ;;
2020-10-09 20:30:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 20:45:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 21:00:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 21:15:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 21:30:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 21:45:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 22:00:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 22:15:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 22:30:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 22:45:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 23:00:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 23:15:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 23:30:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-09 23:45:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-10 00:00:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-10 00:15:00;0,00 ;0,00 ;0,00 ;21,88 ;834,18 ;72,88 ;0,00 ;;
2020-10-10 00:30:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-10 00:45:00;0,00 ;0,00 ;0,00 ;21,78 ;833,90 ;72,28 ;0,00 ;;
2020-10-10 01:00:00;0,00 ;0,00 ;0,00 ;21,52 ;833,70 ;72,84 ;0,00 ;;
2020-10-10 01:15:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-10 01:30:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-10 01:45:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-10 02:00:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-10 02:15:00;0,00 ;0,00 ;0,00 ;20,56 ;833,44 ;78,00 ;0,00 ;;
2020-10-10 02:30:00;0,00 ;0,00 ;0,00 ;20,30 ;833,40 ;79,42 ;0,00 ;;
2020-10-10 02:45:00;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;<NULL>;0,00 ;;
2020-10-10 03:00:00;0,00 ;0,00 ;0,00 ;20,29 ;833,15 ;78,19 ;0,00 ;;
2020-10-10 03:15:00;0,00 ;0,00 ;0,00 ;20,31 ;833,10 ;75,82 ;0,00 ;;
2020-10-10 03:30:00;0,00 ;0,00 ;0,00 ;20,50 ;833,10 ;73,27 ;0,00 ;;
2020-10-10 03:45:00;0,00 ;0,00 ;0,00 ;20,50 ;833,10 ;73,82 ;0,00 ;;
2020-10-10 04:00:00;0,00 ;0,00 ;0,00 ;20,33 ;833,00 ;75,86 ;0,00 ;;
2020-10-10 04:15:00;0,00 ;0,00 ;0,00 ;20,01 ;833,00 ;77,48 ;0,00 ;;
2020-10-10 04:30:00;0,00 ;0,00 ;0,00 ;19,82 ;833,00 ;78,76 ;0,00 ;;
2020-10-10 04:45:00;0,00 ;0,00 ;0,00 ;19,80 ;833,00 ;77,28 ;0,00 ;;
2020-10-10 05:00:00;0,00 ;0,00 ;0,00 ;19,81 ;833,05 ;77,35 ;0,00 ;;
2020-10-10 05:15:00;0,00 ;0,00 ;0,00 ;19,60 ;833,02 ;78,41 ;0,00 ;;
2020-10-10 05:30:00;0,00 ;0,00 ;0,00 ;19,50 ;833,00 ;78,22 ;0,00 ;;
2020-10-10 05:45:00;0,00 ;0,00 ;0,00 ;19,50 ;832,98 ;77,46 ;0,00 ;;
2020-10-10 06:00:00;0,00 ;0,00 ;0,00 ;19,38 ;832,95 ;78,27 ;0,00 ;;
2020-10-10 06:15:00;0,00 ;0,00 ;0,00 ;19,51 ;833,06 ;77,20 ;0,00 ;;
2020-10-10 06:30:00;0,00 ;0,00 ;0,00 ;19,36 ;833,10 ;77,68 ;0,00 ;;
2020-10-10 06:45:00;0,00 ;0,00 ;0,00 ;19,81 ;833,34 ;74,90 ;0,00 ;;
2020-10-10 07:00:00;0,00 ;0,00 ;0,00 ;19,39 ;833,35 ;77,80 ;0,00 ;;
2020-10-10 07:15:00;0,00 ;0,00 ;0,00 ;19,20 ;833,48 ;79,70 ;0,00 ;;
2020-10-10 07:30:00;0,00 ;0,00 ;0,00 ;19,12 ;833,70 ;78,96 ;0,00 ;;
2020-10-10 07:45:00;9,30 ;2,90 ;6,30 ;19,37 ;833,78 ;77,93 ;0,22 ;;
2020-10-10 08:00:00;19,20 ;4,60 ;14,67 ;19,50 ;833,90 ;77,82 ;0,52 ;;
2020-10-10 08:15:00;24,70 ;6,00 ;19,30 ;19,29 ;833,98 ;79,30 ;0,79 ;;
2020-10-10 08:30:00;35,60 ;7,40 ;30,00 ;19,36 ;834,10 ;78,76 ;1,32 ;;
2020-10-10 08:45:00;67,80 ;46,80 ;58,30 ;19,52 ;834,38 ;77,80 ;2,35 ;;
2020-10-10 09:00:00;123,33 ;60,53 ;105,53 ;19,75 ;834,55 ;78,21 ;3,85 ;;
2020-10-10 09:15:00;179,10 ;77,70 ;145,10 ;20,18 ;834,52 ;75,61 ;5,52 ;;
2020-10-10 09:30:00;179,07 ;72,73 ;148,67 ;20,21 ;834,80 ;76,47 ;5,48 ;;
2020-10-10 09:45:00;190,30 ;66,50 ;152,30 ;20,26 ;834,72 ;76,86 ;6,12 ;;
2020-10-10 10:00:00;223,20 ;68,53 ;181,13 ;20,23 ;834,75 ;76,60 ;6,85 ;;
2020-10-10 10:15:00;375,80 ;293,60 ;154,40 ;20,26 ;834,74 ;77,60 ;12,75 ;;
2020-10-10 10:30:00;549,00 ;574,43 ;105,93 ;20,81 ;834,60 ;75,83 ;14,65 ;;
2020-10-10 10:45:00;547,47 ;581,00 ;76,40 ;21,25 ;834,51 ;73,77 ;15,40 ;;
2020-10-10 11:00:00;573,70 ;579,10 ;81,90 ;21,81 ;834,53 ;71,70 ;14,71 ;;
2020-10-10 11:15:00;423,50 ;469,50 ;62,50 ;21,71 ;834,60 ;71,46 ;12,11 ;;
2020-10-10 11:30:00;408,20 ;454,70 ;60,90 ;22,11 ;834,44 ;69,97 ;11,43 ;;
2020-10-10 11:45:00;394,80 ;377,80 ;90,20 ;22,09 ;834,17 ;70,47 ;11,48 ;;
2020-10-10 12:00:00;409,00 ;298,70 ;154,30 ;22,37 ;834,24 ;69,04 ;12,02 ;;
2020-10-10 12:15:00;297,40 ;68,60 ;246,50 ;22,53 ;834,02 ;68,94 ;9,42 ;;
2020-10-10 12:30:00;244,30 ;57,90 ;195,70 ;22,82 ;833,94 ;68,80 ;8,73 ;;
2020-10-10 12:45:00;273,70 ;59,50 ;219,60 ;22,69 ;833,80 ;68,72 ;11,09 ;;
2020-10-10 13:00:00;663,90 ;570,10 ;91,20 ;23,63 ;833,54 ;66,69 ;18,02 ;;
2020-10-10 13:15:00;715,60 ;616,90 ;98,50 ;23,87 ;833,32 ;65,91 ;16,23 ;;
2020-10-10 13:30:00;423,40 ;424,40 ;62,60 ;23,98 ;833,10 ;64,34 ;11,34 ;;
2020-10-10 13:45:00;427,50 ;400,60 ;86,90 ;24,46 ;832,84 ;63,17 ;11,10 ;;
2020-10-10 14:00:00;466,47 ;349,27 ;143,47 ;24,07 ;832,49 ;64,03 ;13,51 ;;
2020-10-10 14:15:00;1145,90 ;905,80 ;133,00 ;24,48 ;832,16 ;63,15 ;23,29 ;;
2020-10-10 14:30:00;402,00 ;165,40 ;249,00 ;25,36 ;831,97 ;59,98 ;15,01 ;;
2020-10-10 14:45:00;685,50 ;614,80 ;92,10 ;25,55 ;831,74 ;60,46 ;22,33 ;;
2020-10-10 15:00:00;355,87 ;116,87 ;254,47 ;25,42 ;831,49 ;60,43 ;17,32 ;;
2020-10-10 15:15:00;580,40 ;596,10 ;74,10 ;24,99 ;831,40 ;61,77 ;15,64 ;;
2020-10-10 15:30:00;474,67 ;461,93 ;94,87 ;25,08 ;831,20 ;61,49 ;12,85 ;;
2020-10-10 15:45:00;334,30 ;81,50 ;229,20 ;24,60 ;831,12 ;62,51 ;9,25 ;;
2020-10-10 16:00:00;293,40 ;86,87 ;210,73 ;24,65 ;831,00 ;62,06 ;8,28 ;;
2020-10-10 16:15:00;301,10 ;86,60 ;230,30 ;24,74 ;830,84 ;61,87 ;8,65 ;;
2020-10-10 16:30:00;256,90 ;87,90 ;186,90 ;24,58 ;830,70 ;62,43 ;8,44 ;;
2020-10-10 16:45:00;279,73 ;81,07 ;177,67 ;24,65 ;830,57 ;63,72 ;7,74 ;;
2020-10-10 17:00:00;237,60 ;83,60 ;144,00 ;24,64 ;830,40 ;62,80 ;5,16 ;;
2020-10-10 17:15:00;114,00 ;46,70 ;78,30 ;24,01 ;830,32 ;66,20 ;3,46 ;;
2020-10-10 17:30:00;116,80 ;57,80 ;86,60 ;24,38 ;830,20 ;65,62 ;3,98 ;;
